"ostim_id","sexlab_id","description"
"NibblesDoggystyle3-4","Nibblesdoggystyle3_S4","{actor0} is on all fours, pounding away in doggy style, his dick thrusting in and out of {actor1}'s pussy as she arches her back, also on all fours, facing away from him. At the same time, he's got a firm grip on her tits, groping and squeezing her breasts with his hands."
"NibblesFingeringn-1","NibblesFingeringN_S1","{actor0} sits on the ground with her feet flat, masturbating by rubbing her clitoris with her own hand, stimulating her vulva."
"NibblesCowgirl6-1","NibblesCowgirl6_S1","{actor1} is squatting over {actor0}, who's lying back, as she rides him in a cowgirl position, her vulva enveloping his erect penis, their bodies moving in sync as they engage in passionate vaginal sex, with {actor1} taking the lead. Meanwhile, {actor1} nibbles on {actor0}'s chest, adding an extra layer of intimacy to their intense lovemaking."
"NibblesCowgirl6-2","NibblesCowgirl6_S2","{actor1} is sitting on top of {actor0}, riding him in a cowgirl position as {actor0} lies back on the bottom, his body swaying to the rhythm. As they engage in passionate vaginal sex, {actor0} wraps his arms around {actor1}'s body, holding her close, with {actor1} taking the lead, her movements becoming more fervent as she nibbles on his ear."
"NibblesCowgirl6-3","NibblesCowgirl6_S3","{actor1} is seated on top of {actor0}, who's lying back, as they engage in a passionate cowgirl-style vaginalsex session. {actor0} is grips {actor1}'s body with his hands as she actively rides his shaft, their bodies moving in rhythm as they savor the intensity of the moment."
"NibblesCowgirl6-4","NibblesCowgirl6_S4","{actor1} is on top of {actor0}, riding him in a cowgirl position as she nibbles on his skin, her vulva enveloping his erection in a sensual, sexual dance. Meanwhile, {actor0} wraps his arms around {actor1} in a one-sided hug, his hands also sneaking around to grope her butt, adding an extra layer of sensuality to their intimate moment."
"NibblesCowgirlfemdom-2","NibblesCowgirlFemdom_S2","{actor1} is in a squatting position, her feet firmly on the ground, as she straddles {actor0} who lies back, his body submissive to her dominance. She's in control, actively riding him in a fierce cowgirl pose, her vulva enveloping his erect penis as they engage in passionate vaginal sex, while she holds his head and neck in a firm grip, asserting her femdom power."
"NibblesCowgirlfemdom-3","NibblesCowgirlFemdom_S3","{actor1} is squatting over {actor0}, who's lying back, as she takes charge in a dominant cowgirl position, her vulva engulfing his throbbing cock in a passionate vaginal sex act, while she firmly holds his arm with her hand, nibbling on his skin."
"NibblesDoggystyle3-1","Nibblesdoggystyle3_S1","{actor0} is kneeling behind {actor1} as she's on all fours, facing away from him, and he's nibbling on her skin while thrusting his cock into her pussy in a doggystyle position, holding onto her hip with his hand."
"NibblesFfPack","\N","{actor0} and {actor1}, two women, stand facing each other, their feet planted firmly on the ground, anticipation radiating from their bodies as they wait for their next erotic encounter."
"NibblesFmPack","\N","{actor0} and {actor1} stand facing each other, their bodies tense with anticipation, both of them clearly eager to dive into their next erotic encounter. The air is electric with expectation as they wait for the moment to transition from idle to intimate."
"NibblesGroupFmmHub","\N","{actor0}, {actor1}, and {actor2} stand idle, their bodies tense with anticipation, as they await the start of their upcoming escapade. The air is thick with expectation, each of them ready to dive into the wild ride ahead."
"NibblesHumanPage1","\N","{actor0} is standing with his feet hip-width apart, while {actor1} stands beside him, her eyes locked onto his, both of them poised and ready for whatever comes next."
"NibblesHumanFmHub","\N","{actor0} and {actor1} stand facing each other, both with their feet firmly on the ground, anticipation building as they await their next intimate encounter. The air is electric with expectation, their bodies poised and ready for the action to come."
"NibblesCowgirlfemdom-4","NibblesCowgirlFemdom_S4","{actor1} is squatting over {actor0}, facing away from him, with her feet planted firmly on the ground, her thighs gripping his waist as she rides him in a cowgirl position. At the same time, she's holding onto his leg for leverage, while {actor0} lies back, his penis deep inside her vulva as she actively thrusts against him, their bodies moving together in a sensual rhythm."
"NibblesCowgirlfemdom-5","NibblesCowgirlFemdom_S5","{actor1} is squatting over {actor0}, who's lying back, with her feet firmly planted on the ground, facing away from him. As she bounces up and down, her vulva envelops his throbbing cock, both reaching their orgasmic peak in unison, {actor1} intensifying the sensation by gripping his thigh."
"NibblesDoggystyle3-2","Nibblesdoggystyle3_S2","{actor0} is kneeling behind {actor1}, who is on all fours facing away, as he pounds into her pussy in a passionate doggystyle session. At the same time, {actor0} wraps his arms around {actor1}'s torso, pulling her close in a sensual hug as he nibbles on her neck."
"NibblesDoggystyle3-3","Nibblesdoggystyle3_S3","{actor0} is kneeling behind {actor1}, who's on all fours facing away, as he nibbles on her while thrusting his stiff cock into her wet pussy in doggystyle position, his hands gripping her hips."
"NibblesDoggystyle3-5","Nibblesdoggystyle3_S5","{actor0} is on all fours, feet on the ground, pounding away in doggystyle as {actor1} assumes the same position, facing away from him. They're both climaxing simultaneously, his penis deep inside her vulva as she experiences an intense orgasm."
"NibblesDoggystyle4-1","Nibblesdoggystyle4_S1","{actor0} and {actor1} are kneeling, face-to-face, as they engage in a passionate kiss. Meanwhile, {actor0} is grinding his cock against {actor1}'s pussy, treating her to a sensual delight, while he gently holds onto her hip, adding a touch of romance to their intimate moment."
"NibblesDoggystyle4-3","Nibblesdoggystyle4_S3","{actor0} is kneeling behind {actor1}, who's on all fours facing away from him, as he nibbles on her skin while thrusting his cock into her pussy in a doggystyle position, simultaneously holding onto her hip with one hand."
"NibblesDoggystyle4-4","Nibblesdoggystyle4_S4","{actor0} kneels behind {actor1}, who's on all fours facing away, as he slides his cock into her pussy from behind in a doggystyle position, simultaneously nibbling on her skin. He holds onto her hip with one hand, maintaining a sensual grip."
"NibblesDoggystyle4-5","Nibblesdoggystyle4_S5","{actor0} is kneeling behind {actor1}, who's also on her knees, facing away from him, as they're in a doggystyle position, with {actor0}'s penis deeply penetrating {actor1}'s vulva during passionate intercourse. As they both reach their peak, they're climaxing together, with {actor0} gently nibbling on {actor1}'s neck, while he's also wrapping his arms around her in a sensual, one-sided hug."
"NibblesFacesitting-1","NibblesFaceSitting_S1","{actor0} lies back on the bottom, his hands busy with his own masturbation as {actor1} sits on top of him, her feet firmly on the ground, her vulva in his face. {actor0}'s mouth is engaged in cunnilingus, orally pleasuring {actor1}'s vulva as she facesits on him."
"NibblesFacesitting-2","NibblesFaceSitting_S2","{actor1} is squatting on top of {actor0}, who's lying back on the bottom, as she sits on his face, her vulva in his mouth. At the same time, {actor1} is holding {actor0}'s head in place with her hands, while {actor0} is masturbating himself, his hand moving up and down his shaft."
"NibblesFacesitting-3","NibblesFaceSitting_S3","{actor1} is on top of {actor0}, who's lying on his back, with her vulva in his face as she assumes a dominant all-fours position, actively grinding her pussy against his mouth as he eats her out, his lips wrapped around her vulva."
"NibblesFacesitting-4","NibblesFaceSitting_S4","{actor1} is kneeling on top of {actor0}, who is lying back with his feet on the ground, as she assumes a dominant position. Meanwhile, {actor0} is performing cunnilingus on {actor1} without using his tongue, while {actor1} is actively grinding against his face, and they share a romantic moment by holding hands."
"NibblesFacesitting-5","NibblesFaceSitting_S5","{actor0} is lying on his back with his feet planted firmly on the ground, as {actor1} kneels on top of him, her face hovering above his. She's actively grinding her vulva onto his face, climaxing as he performs cunnilingus, his mouth wrapped around her, while he holds onto her body with one hand."
"NibblesFingeringn-2","NibblesFingeringN_S2","{actor0} is lying back with her legs spread, pleasuring herself with her fingers, enjoying a sensual moment of self-indulgence."
"NibblesFingeringn-3","NibblesFingeringN_S3","{actor0} is lying back with her legs spread, using her fingers to gently nibble and tease her own vulva as she masturbates, lost in a moment of solo pleasure, her fingers moving in a sensual rhythm."
"NibblesFingeringn-4","NibblesFingeringN_S4","{actor0} lies back with her legs spread wide, her feet flat on the ground, as she masturbates, rubbing her clitoris with her own hand, pleasure coursing through her body."
"NibblesFingeringn-5","NibblesFingeringN_S5","{actor0} lies back with her legs spread wide, her feet flat on the ground, as she frenziedly rubs her own clit, her body trembling in ecstasy as she reaches a mind-shattering orgasm."
"NibblesHumanPage2","\N","{actor0} and {actor1} stand facing each other, their bodies tense with anticipation, both of them ready to dive into their next erotic encounter. The air is electric with expectation as they wait for the moment to surrender to their desires."
"NibblesFPack","\N","{actor0} stands with her feet shoulder-width apart, her eyes gleaming with anticipation as she waits for the scene to unfold."
"NibblesLesbianFffHub","\N","{actor0}, {actor1}, and {actor2} stand idly, all three females on their feet, anticipation building as they wait for the scene to unfold."
"NibblesLesbianFfHub","\N","{actor0} and {actor1}, two women, stand side by side with their feet firmly on the ground, anticipating their next erotic encounter with bated breath, their bodies at the ready. The atmosphere is charged with anticipation as they wait for the moment to dive into their next passionate exchange."
"NibblesLapfuck-3","NibblesLapFuck_S3","{actor1} is kneeling on top of {actor0}, who's sitting on the bottom, as she rides him in a cowgirl position, her vulva enveloping his erect penis in a sensual vaginalsex act. At the same time, {actor1} is hugging {actor0} tightly, her arms wrapped around him in a tender, one-sided hug."
"NibblesLapfuck-4","NibblesLapFuck_S4","{actor1} is kneeling on top of {actor0}, facing away from him, as she assume the cowgirl position, her vulva enveloping his throbbing shaft in a sensual union. At the same time, they share a tender, one-sided embrace, with {actor0} wrapping his arms around {actor1} and pulling her close, while {actor1} returns the affection, her arms encircling him in a warm, sensual hug, as they savor the intimate moment, with {actor1} nibbling gently on his neck, heightening their passion."
"NibblesLapfuck-5","NibblesLapFuck_S5","{actor1} is kneeling on top of {actor0} in a cowgirl position, their bodies pressed together as they share a romantic, sensual kiss. Meanwhile, {actor0} sits at the bottom, with {actor1} actively riding him in a sexual vaginal sex act. As they both climax, {actor1} gently nibbles at {actor0}, holding his head with one hand, while {actor0} wraps his arms around {actor1} in a sensual one-sided hug."
"NibblesLapfuck2-1","NibblesLapFuck2_S1","{actor1} is sitting on top of {actor0}, who is sitting with his butt on the ground, her feet planted firmly on the floor. As they share a romantic and sensual kiss, {actor0} wraps his arms around {actor1} in a sensual hug, and {actor1} reciprocates, holding him close in a tender embrace, nibbling gently."
"NibblesLapfuck2-3","NibblesLapFuck2_S3","{actor1} straddles {actor0} in a cowgirl position, her feet planted firmly on the ground as she sits on top of him, actively riding his stiff cock while he sits on the bottom, his hands grasping her hips."
"NibblesLapfuck2-5","NibblesLapFuck2_S5","{actor0} is sitting on the bottom, his legs slightly spread apart, as {actor1} straddles him in a cowgirl position, her feet planted firmly on the ground. As they engage in passionate vaginal sex, {actor1} takes charge, actively riding {actor0} who is climaxing, his hands grasping onto {actor1}'s body, holding her close as she nibbles on his skin, both of them reaching a simultaneous orgasmic peak."
"NibblesLesbiancuddling-1","NibblesLesbianCuddling_S1","{actor0} and {actor1} are lying side by side, sensually groping each other's butt, with {actor0}'s hands caressing {actor1}'s cheeks. At the same time, they're cuddling each other, with {actor0} nuzzling {actor1} and {actor1} wrapping their arms around {actor0}, both lost in the intimate moment, nibbling each other's skin."
"NibblesLesbiancuddling-2","NibblesLesbianCuddling_S2","{actor0} lies back on the bottom, while {actor1} lies on top of her, their bodies entwined as they share a romantic and sensual kiss. Meanwhile, {actor0}'s hands roam over {actor1}'s butt, giving it a sensual groping, as {actor1} wraps her arms around {actor0}, pulling her close in a sensual hug."
"NibblesLesbiancuddling-5","NibblesLesbianCuddling_S5","{actor0} lies on her back at the bottom, while {actor1} lies on top of her, their bodies pressed together in a sensual embrace. As they share a romantic kiss, they simultaneously engage in a passionate tribbing session, their vulvas grinding against each other in a sexual frenzy, all while exchanging tender hugs, with {actor0} wrapping her arms around {actor1} and {actor1} reciprocating the affectionate squeeze."
"NibblesLesbiancuddling-6","NibblesLesbianCuddling_S6","{actor0} is lying back on the bottom, climaxing, as {actor1} lies front on top, also climaxing, the two women engage in a passionate tribbing session, their vulvas grinding together in a sensual rhythm, at the same time, {actor0} wraps her arms around {actor1} in a romantic hug, pulling her close, while {actor1} reciprocates the affectionate gesture, embracing {actor0} tightly."
"NibblesLesbianthreesome-1","NibblesLesbianThreesome_S1","{actor0} lies on her front as she uses her fingers to sexually stimulate {actor2}'s vulva. Meanwhile, {actor1} kneels beside them, sharing a romantic and sensual kiss with {actor2}, who sits with her feet on the ground."
"NibblesLesbianthreesome-2","NibblesLesbianThreesome_S2","{actor0} is lying on her front, her face buried between {actor2}'s legs as she eagerly licks her vulva with her tongue. At the same time, {actor1} is lying on her front next to them, her hand busy fingering her own vulva as she passionately kisses {actor2}, who is lying back with her feet planted on the ground."
"NibblesLesbianthreesome-3","NibblesLesbianThreesome_S3","{actor0} lies on her side, simultaneously nibbling on {actor2}'s vulva with her tongue and fingering her own pussy. Meanwhile, {actor2} lies back, her legs spread apart, as she licks {actor1}'s vulva, who is positioned on all fours, her ass in the air."
"NibblesLesbianthreesome-4","NibblesLesbianThreesome_S4","{actor0}, {actor1}, and {actor2} are lying sideways on the ground, with their feet touching the floor. {actor0} is licking {actor1}'s vulva with her tongue, {actor1} is licking {actor2}'s vulva with her tongue, and {actor2} is licking {actor0}'s vulva with her tongue, all simultaneously engaging in a oral sexual act, each one receiving and giving pleasure."
"NibblesLesbianthreesome-5","NibblesLesbianThreesome_S5","{actor0}, {actor1}, and {actor2} are in a passionate scene, with all three women lying on their sides. {actor0} is climaxing as she licks {actor1}'s vulva with her tongue, while {actor1} is also climaxing as she simultaneously licks {actor2}'s vulva. Meanwhile, {actor2} is climaxing as she licks {actor0}'s vulva, creating a sensual and intimate oral sex chain reaction."
"NibblesAfMimic-5","NibblesMimic_S5","{actor0} lies back, her body racked with pleasure as she climaxes, with one dildo diligently working her vagina and another simultaneously targeting her anus, heightening her orgasmic crescendo."
"NibblesAdaptedFChairHub","\N","{actor0}, a female, is sitting in a chair, exuding an air of anticipation, her eyes gleaming with expectation as she waits for the next erotic escapade to unfold."
"NibblesAdaptedFfTableHub","\N","{actor0} and {actor1}, two women, stand with their feet on the ground beside a table, eagerly anticipating their next erotic encounter. They exchange flirtatious glances, their bodies tense with anticipation, ready to dive into a passionate experience."
"NibblesAdaptedFHub","\N","{actor0}, a female, stands with her feet on the ground, anticipating her next erotic encounter, her body poised and ready for action."
"NibblesAdaptedFmBedHub","\N","{actor0} lies back on the bed, while {actor1} relaxes beside him, also on her back, as they both anticipate their upcoming intimate encounter. The air is thick with anticipation, but for now, they simply share a moment of calm togetherness."
"NibblesAdaptedFmTableHub","\N","{actor0} and {actor1} stand facing each other by the table, both on their feet, anticipation building as they wait for their next intimate encounter. The tension is palpable as they pause, expecting the moment to escalate into something more passionate."
"NibblesAdaptedFmChairHub","\N","{actor0} is sitting in the chair, while {actor1} is standing beside him, her feet firmly on the ground, both of them poised in anticipation of their upcoming intimate encounter. The air is charged with expectation as they wait for the moment to escalate their desires."
"Nibbles69consensual-2","Nibbles69Consensual_S2","{actor1} is lying on her side, gently nibbling on {actor0}'s ear as they share a sensual, romantic kiss. At the same time, she's giving him a handjob, stroking his cock with a tender touch as he lies back, enjoying the intimate moment."
"Nibbles69consensual-3","Nibbles69Consensual_S3","{actor0} lies on his back, while {actor1} is on top of him, facing away, in a 69 position. {actor0} is licking {actor1}'s vulva with his tongue, as {actor1} simultaneously gives him a blowjob, her mouth wrapped around his penis."
"Nibbles69consensual-5","Nibbles69Consensual_S5","{actor0} lies back on the bottom, while {actor1} lies front on top, facing away from him, in a 69 position. As they engage in a simultaneous oral exchange, {actor0} licks {actor1}'s vulva with his tongue, and {actor1} performs a blowjob on {actor0}'s penis."
"NibblesLesbiancuddling-3","NibblesLesbianCuddling_S3","{actor0} lies on her back, bottom in contact with the surface, as {actor1} lies on top of her, their fronts pressed together. {actor0} wraps her arms around {actor1} in a sensual hug, while {actor1} passionately kisses her, their lips locked in a romantic and sensual kiss. At the same time, {actor1}'s hand is between {actor0}'s legs, rubbing her clitoris in a sexual touch, as {actor1} also holds {actor0}'s arm with her other hand."
"NibblesLesbiancuddling-4","NibblesLesbianCuddling_S4","{actor0} lies back on the bottom, while {actor1} lies on top, embracing her with a sensual hug. At the same time, {actor1} and {actor0} share a romantic and sensual kiss. {actor0} has her hand buried between {actor1}'s legs, sexually fingering her vulva. As they bask in the intimacy, {actor1} also wraps her arms around {actor0}, pulling her into a sensual hug."
"NibblesMissionary2-1","Nibblesmissionary2_S1","{actor0} is on top of {actor1}, in a missionary position, with {actor1} lying back as he mounts her. As they engage in passionate vaginal sex, {actor0} wraps his arms around {actor1} in a sensual hug, while {actor1} reciprocates by embracing him tightly, her arms wrapped around his torso, their bodies entwined in a romantic and intimate connection."
"NibblesMissionary2-2","Nibblesmissionary2_S2","{actor0} is on top of {actor1}, in a missionary position, with {actor1} lying back as {actor0} kneels over her, his penis thrusting into her vulva. As they engage in passionate vaginal sex, {actor1} wraps her arms around {actor0}, pulling him close in a sensual hug."
"NibblesAfChairdildo-1","NibblesChairDildo_S1","{actor0} is sitting in a chair with her feet on the ground, gently nibbling on her own vulva, indulging in a sensual moment of self-pleasure."
"NibblesAfChairdildo-2","NibblesChairDildo_S2","{actor0} is sitting in a chair with her feet on the ground, masturbating with her fingers inserted into her vagina, slowly building up to a gentle orgasm."
"NibblesAfChairdildo-3","NibblesChairDildo_S3","{actor0} is sitting in a chair with her feet on the ground, gently nibbling on her own pussy as she masturbates, her fingers mildly penetrating her vagina."
"NibblesAfChairdildo-4","NibblesChairDildo_S4","{actor0} is sitting in a chair with her feet flat on the ground, her fingers gently nibbling at her own vulva as she pleasures herself."
"NibblesAfChairdildo-5","NibblesChairDildo_S5","{actor0} is sitting in a chair with her feet firmly on the ground, her body shuddering in ecstasy as she reaches a orgasmic peak, her fingers expertly stimulating her own vulva in a self-induced climax, while also masturbating with a dildo that's nestled inside her, her hips subtly rocking back and forth to enhance the intense pleasure."
"NibblesAfDrunkmasturbation-1","NibblesDrunkMasturbation_S1","{actor0} sits with her feet on the ground, her fingers busy as she pleasures herself, her vulva being stimulated by her own touch in a moment of solo intimacy."
"NibblesAfDrunkmasturbation-2","NibblesDrunkMasturbation_S2","{actor0} sits on the ground with her feet planted firmly, her fingers teasing her own clit as she indulges in some solo pleasure, lost in the sensual thrill of self-exploration."
"NibblesAfDrunkmasturbation-3","NibblesDrunkMasturbation_S3","{actor0} is kneeling, grinding her hips against a sex object, the friction building up to a sensual climax as she savors the erotic sensation."
"NibblesAfDrunkmasturbation-4","NibblesDrunkMasturbation_S4","{actor0} is on her knees, pleasuring herself by rubbing her own clitoris as she engages in some solo mild vaginal fingering."
"NibblesAfDrunkmasturbation-5","NibblesDrunkMasturbation_S5","{actor0} lies on her front, her feet planted firmly on the ground, as she simultaneously pleasures herself with her fingers in a solo sexual act, while also having her anus penetrated by a dildo."
"NibblesAfLesbianhaycun-1","NibblesLesbianHayCun_S1","{actor0} sits at the table, while {actor1} kneels before her, her tongue dancing across {actor0}'s vulva as she devours her with passionate licks, sending shivers down {actor0}'s spine."
"NibblesAfLesbianhaycun-3","NibblesLesbianHayCun_S3","{actor0} sits at the table, her head held gently by {actor1}, who is kneeling in front of her. At the same time, {actor1} is licking {actor0}'s vulva with her tongue, while also masturbating herself with her own hand."
"NibblesAfMimic-3","NibblesMimic_S3","{actor0} lies back, receiving simultaneous mild vaginal and anal dildo penetration, her body accommodating both objects as she remains still."
"NibblesAfLesbianhaycun-2","NibblesLesbianHayCun_S2","{actor0} is sitting at the table, while {actor1} is kneeling in front of her, holding {actor0}'s head in place as she goes down on her, her tongue working {actor0}'s vulva in a sensual oral caress. At the same time, {actor1} is also pleasuring herself, slipping into a state of mutual arousal with {actor0}."
"NibblesAfLesbianhaycun-4","NibblesLesbianHayCun_S4","{actor0} lies back on the table, legs spread, while {actor1} kneels between them, her mouth devouring {actor0}'s vulva with her tongue, lavishing attention on her sensitive spots, performing a sensual oral act."
"NibblesAfLesbianhaycun-5","NibblesLesbianHayCun_S5","{actor0} is lying back on the table, while {actor1} is kneeling over her, her mouth buried between {actor0}'s thighs as she licks her vulva with her tongue, delivering a tender and intimate oral caress."
"NibblesAfLesbianhaycun-6","NibblesLesbianHayCun_S6","{actor0} lies back on the table, her body racked with pleasure as she reaches orgasm, while {actor1} kneels between her legs, her mouth latched onto {actor0}'s vulva, her tongue darting in and out as she performs voracious oral sex, sending {actor0} into a frenzy of delight."
"NibblesAfMimic-1","NibblesMimic_S1","{actor0}, a female, stands with her feet on the ground, bending over as she indulges in some self-pleasure, her fingers gently nibbling at her vulva while she simultaneously fingers herself, her mild digital vaginal penetration bringing her a sense of arousal."
"NibblesAfMimic-2","NibblesMimic_S2","{actor0}, a female, stands with her feet on the ground, bending over as she indulges in some intimate play, her fingers gently nibbling at her own vulva while simultaneously masturbating with mild vaginal penetration."
"NibblesAfMimic-4","NibblesMimic_S4","{actor0} lies back, their body relaxed as they simultaneously receive mild vaginal and anal dildo stimulation, their vulva and anus being gently caressed by the toys."
"NibblesAfSpanking-1","NibblesSpanking_S1","{actor0} is sitting in the chair with his feet planted firmly on the ground, while {actor1} is lying front-down across his lap, her feet also on the ground, as he gently nibbles on her skin and playfully spanks her."
"NibblesAfSpanking-2","NibblesSpanking_S2","{actor0}, a male, sits on the chair with his feet planted firmly on the ground, while {actor1}, a female, lies front-first across his lap, her body positioned for a spanking, as he gently nibbles on her skin."
"NibblesAfSpanking-3","NibblesSpanking_S3","{actor0} is sitting in the chair with his feet firmly on the ground, while {actor1} is lying front-down across his lap, her feet also touching the floor."
"NibblesAfSpanking-4","NibblesSpanking_S4","{actor0} sits in the chair, feet planted firmly on the ground, while {actor1} lies on her front across his lap, her feet also on the ground."
"NibblesAfSpanking-5","NibblesSpanking_S5","{actor0} sits in the chair with his feet planted firmly on the ground, while {actor1} lies front-first across his lap, her feet also touching the floor, receiving a gentle spank on her backside as {actor0} nibbles on her neck."
"NibblesAfSpankingchair-2","NibblesSpankingChair_S2","{actor0} is sitting in the chair, while {actor1} is lying front down across his lap, her feet dangling in the air, as he nibbles on her skin, his hand raised to spank her at any moment."
"NibblesAfSpankingchair-3","NibblesSpankingChair_S3","{actor0} is sitting in the chair with his feet on the ground, while {actor1} is lying front-first across his lap, her body positioned in a way that suggests a recent or impending spank, with {actor0}'s face close to hers as if he's about to nibble on her skin."
"NibblesAfSpankingchair-4","NibblesSpankingChair_S4","{actor1} is standing in front of {actor0}, who's sitting in the chair with his feet on the ground, as she playfully nibbles on his ear, teasing him."
"NibblesAfTablefuck-1","NibblesTableFuck_S1","{actor0} stands beside the bed, his feet planted firmly on the ground, as he leans over to passionately kiss {actor1}, who lies back on the bed, her body relaxed and receptive. At the same time, he gently holds her hand, feeling a romantic connection, while his other hand cradles her head, supporting it as they share a sensual and romantic kiss."
"NibblesAfTablefuck-2","NibblesTableFuck_S2","{actor0} stands beside the bed, his feet planted firmly on the ground, as he grinds his penis against {actor1}'s vulva, his body positioned to maximize the sensual contact. Meanwhile, {actor1} lies back on the bed, her legs slightly parted, allowing {actor0} to hold onto her leg as he moves against her."
"NibblesAfTablefuck-4","NibblesTableFuck_S4","{actor0} stands beside the bed, his feet planted firmly on the ground, as he engages in vaginal sex with {actor1}, who lies back on the bed, her vulva wrapped around his penis. Meanwhile, {actor0} wraps his arms around {actor1} in a sensual hug, and she reciprocates, embracing him tightly, their bodies entwined in a passionate lovers' hold."
"NibblesAfTablefuck-5","NibblesTableFuck_S5","{actor0} stands beside the bed, feet planted firmly on the ground, as he reaches his orgasmic peak. Meanwhile, {actor1} lies back on the bed, also climaxing, with {actor0}'s penis buried deep within her vulva as they engage in passionate vaginal sex. At the same time, {actor1} wraps her arms around {actor0}, holding him close in a sensual, one-sided hug."
"NibblesAfTablestandingbehind-1","NibblesTableStandingBehind_S1","{actor0} kneels beneath {actor1}, who stands with her feet on the ground, bent over and facing away from him, as he buries his face in her vulva, his tongue licking her swollen lips, while his hands grasp her hips, holding her in place."
"NibblesAfTablestandingbehind-2","NibblesTableStandingBehind_S2","{actor0} is standing behind {actor1}, who is bent over and facing away from him, with her feet on the ground. He's grinding his cock against her pussy, his hands holding onto her hips as they nibble on something at the table."
"NibblesAfTablestandingbehind-3","NibblesTableStandingBehind_S3","{actor0} is standing behind {actor1}, who is bent over with her feet on the ground, her back to him, as he nibbles on her. He's holding her hip with one hand while thrusting his cock into her pussy from behind."
"NibblesAfTablestandingbehind-5","NibblesTableStandingBehind_S5","{actor0} is standing with his feet on the ground, climaxing as he penetrates {actor1}'s pussy from behind, holding onto her hip with one hand as she bends over, her feet also on the ground, and she's climaxing too, her back to him, at the table."
"NibblesAfTablestandingfront-2","NibblesTableStandingFront_S2","{actor0} is standing with his feet on the ground, his penis buried deep in {actor1}'s vulva as they engage in passionate vaginal sex on the table. At the same time, he's gently holding {actor1}'s hip, who lies back, receiving him, as they savor the intimate moment."
"NibblesBellyflop-2","Nibblesbellyflop_S2","{actor0} is kneeling between {actor1}'s legs as she lies on her front, facing away from him, and he's thrusting his dick into her pussy in a passionate vaginal sex act."
"NibblesBellyflop-3","Nibblesbellyflop_S3","{actor0} is kneeling, thrusting his cock into {actor1}'s pussy as she lies on her front, facing away from him, her body arched in pleasure."
"NibblesBellyflop2-1","Nibblesbellyflop2_S1","{actor0} is kneeling beside {actor1}, who is lying on her front, facing away from him. He's thrusting his cock into her pussy while simultaneously groping her butt with his hands."
"NibblesAfTablefuck-3","NibblesTableFuck_S3","{actor0} stands beside the bed, his feet planted firmly on the ground, as he engages in vaginal sex with {actor1}, who lies back on the bed, her body receptive to his advances. Meanwhile, {actor1} wraps her arms around {actor0}, pulling him into a sensual one-sided hug, as he nibbles on her skin, their bodies entwined in a passionate embrace."
"NibblesAfTablestandingbehind-4","NibblesTableStandingBehind_S4","{actor0} is standing at the table, his feet planted firmly on the ground, as he rails {actor1} from behind, his dick sliding in and out of her pussy. Meanwhile, he's got a tight grip on her hip, holding her in place as she bends over, her feet still on the ground, her back to him, her body arched in pleasure."
"NibblesAfTablestandingfront-3","NibblesTableStandingFront_S3","{actor0} is standing beside the table with his feet on the ground, his penis inside {actor1}'s vulva as they engage in vaginal sex. At the same time, he's holding {actor1}'s hip, his hand grasping her gently as she lies back on the table."
"NibblesAfTablestandingfront-4","NibblesTableStandingFront_S4","{actor0} stands beside the table, his feet planted firmly on the ground, as he engages in vaginal sex with {actor1}, who lies back on the table, his penis thrusting into her vulva. Meanwhile, {actor0} wraps his arms around {actor1} in a sensual one-sided hug."
